Loja,Estado,Data da Venda,Produto,Marca,Categoria,Preço Unitário,Custo Unitário,Tamanho Pedido
Guarulhos,São Paulo,2017-07-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Salvador,Bahia,2017-07-09,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Salvador,Bahia,2017-07-10,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Nova Iguaçu,Rio de Janeiro,2017-07-11,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Rio de Janeiro,Rio de Janeiro,2017-07-12,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
São Paulo,São Paulo,2017-07-12,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-07-13,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Salvador,Bahia,2017-07-14,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
São Paulo,São Paulo,2017-07-14,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Goiânia,Goias,2017-07-14,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Rio de Janeiro,Rio de Janeiro,2017-07-15,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Salvador,Bahia,2017-07-15,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Curitiba,Paraná,2017-07-15,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Fortaleza,Ceara,2017-07-15,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Porto Alegre,Rio Grande do Sul,2017-07-15,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
São Paulo,São Paulo,2017-07-15,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Belo Horizonte,Minas Gerais,2017-07-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
São Paulo,São Paulo,2017-07-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Campinas,São Paulo,2017-07-17,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Belo Horizonte,Minas Gerais,2017-07-17,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Recife,Pernanbuco,2017-07-18,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Porto Alegre,Rio Grande do Sul,2017-07-18,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Fortaleza,Ceara,2017-07-18,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Porto Alegre,Rio Grande do Sul,2017-07-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Rio de Janeiro,Rio de Janeiro,2017-07-20,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
São Paulo,São Paulo,2017-07-20,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Fortaleza,Ceara,2017-07-21,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Recife,Pernanbuco,2017-07-21,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Porto Alegre,Rio Grande do Sul,2017-07-21,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Fortaleza,Ceara,2017-07-21,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Curitiba,Paraná,2017-07-22,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Salvador,Bahia,2017-07-22,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Porto Alegre,Rio Grande do Sul,2017-07-22,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Curitiba,Paraná,2017-07-22,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Salvador,Bahia,2017-07-23,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Goiânia,Goias,2017-07-24,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Rio de Janeiro,Rio de Janeiro,2017-07-25,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Rio de Janeiro,Rio de Janeiro,2017-07-26,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Goiânia,Goias,2017-07-26,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-07-26,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Curitiba,Paraná,2017-07-27,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Recife,Pernanbuco,2017-07-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Fortaleza,Ceara,2017-07-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Fortaleza,Ceara,2017-07-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Recife,Pernanbuco,2017-07-29,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Salvador,Bahia,2017-07-29,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Niterói,Rio de Janeiro,2017-07-29,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Curitiba,Paraná,2017-07-30,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-07-30,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Salvador,Bahia,2017-07-30,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Recife,Pernanbuco,2017-07-30,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-07-30,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
São Paulo,São Paulo,2017-07-31,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Salvador,Bahia,2017-07-31,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Curitiba,Paraná,2017-07-31,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Nova Iguaçu,Rio de Janeiro,2017-07-31,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Guarulhos,São Paulo,2017-08-01,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Recife,Pernanbuco,2017-08-02,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Recife,Pernanbuco,2017-08-03,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Belo Horizonte,Minas Gerais,2017-08-03,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Salvador,Bahia,2017-08-05,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Goiânia,Goias,2017-08-05,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Campinas,São Paulo,2017-08-05,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-08-07,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Nova Iguaçu,Rio de Janeiro,2017-08-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Campinas,São Paulo,2017-08-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Rio de Janeiro,Rio de Janeiro,2017-08-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Campinas,São Paulo,2017-08-09,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
São Paulo,São Paulo,2017-08-09,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Nova Iguaçu,Rio de Janeiro,2017-08-09,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Guarulhos,São Paulo,2017-08-10,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
São Paulo,São Paulo,2017-08-11,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Guarulhos,São Paulo,2017-08-11,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Curitiba,Paraná,2017-08-12,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Porto Alegre,Rio Grande do Sul,2017-08-12,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Curitiba,Paraná,2017-08-13,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Fortaleza,Ceara,2017-08-14,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Recife,Pernanbuco,2017-08-15,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-08-15,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-08-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Fortaleza,Ceara,2017-08-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Recife,Pernanbuco,2017-08-17,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Curitiba,Paraná,2017-08-18,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Campinas,São Paulo,2017-08-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-08-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Recife,Pernanbuco,2017-08-20,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Campinas,São Paulo,2017-08-21,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Curitiba,Paraná,2017-08-21,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Porto Alegre,Rio Grande do Sul,2017-08-21,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Rio de Janeiro,Rio de Janeiro,2017-08-22,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Porto Alegre,Rio Grande do Sul,2017-08-23,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Nova Iguaçu,Rio de Janeiro,2017-08-23,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Campinas,São Paulo,2017-08-25,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Recife,Pernanbuco,2017-08-25,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Guarulhos,São Paulo,2017-08-25,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Fortaleza,Ceara,2017-08-25,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Recife,Pernanbuco,2017-08-25,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Recife,Pernanbuco,2017-08-27,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Campinas,São Paulo,2017-08-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Belo Horizonte,Minas Gerais,2017-08-31,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Salvador,Bahia,2017-09-02,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Recife,Pernanbuco,2017-09-02,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Rio de Janeiro,Rio de Janeiro,2017-09-03,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Campinas,São Paulo,2017-09-03,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Belo Horizonte,Minas Gerais,2017-09-03,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Recife,Pernanbuco,2017-09-04,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
São Paulo,São Paulo,2017-09-05,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Goiânia,Goias,2017-09-05,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-09-05,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Fortaleza,Ceara,2017-09-07,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Niterói,Rio de Janeiro,2017-09-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Belo Horizonte,Minas Gerais,2017-09-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
São Paulo,São Paulo,2017-09-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Salvador,Bahia,2017-09-09,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Salvador,Bahia,2017-09-10,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Recife,Pernanbuco,2017-09-10,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Fortaleza,Ceara,2017-09-10,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Rio de Janeiro,Rio de Janeiro,2017-09-11,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Fortaleza,Ceara,2017-09-11,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Rio de Janeiro,Rio de Janeiro,2017-09-11,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-09-12,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Rio de Janeiro,Rio de Janeiro,2017-09-12,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-09-12,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-09-13,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
São Paulo,São Paulo,2017-09-13,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Recife,Pernanbuco,2017-09-14,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Fortaleza,Ceara,2017-09-14,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Recife,Pernanbuco,2017-09-15,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Salvador,Bahia,2017-09-15,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Recife,Pernanbuco,2017-09-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Belo Horizonte,Minas Gerais,2017-09-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Salvador,Bahia,2017-09-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-09-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Curitiba,Paraná,2017-09-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Guarulhos,São Paulo,2017-09-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Rio de Janeiro,Rio de Janeiro,2017-09-20,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Rio de Janeiro,Rio de Janeiro,2017-09-20,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Rio de Janeiro,Rio de Janeiro,2017-09-21,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Curitiba,Paraná,2017-09-22,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Salvador,Bahia,2017-09-23,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Salvador,Bahia,2017-09-24,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Curitiba,Paraná,2017-09-24,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Guarulhos,São Paulo,2017-09-24,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Recife,Pernanbuco,2017-09-25,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Rio de Janeiro,Rio de Janeiro,2017-09-25,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Rio de Janeiro,Rio de Janeiro,2017-09-25,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
São Paulo,São Paulo,2017-09-26,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-09-26,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Belo Horizonte,Minas Gerais,2017-09-27,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Porto Alegre,Rio Grande do Sul,2017-09-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Porto Alegre,Rio Grande do Sul,2017-09-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Belo Horizonte,Minas Gerais,2017-09-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Goiânia,Goias,2017-09-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-09-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Fortaleza,Ceara,2017-09-29,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Recife,Pernanbuco,2017-09-29,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Recife,Pernanbuco,2017-10-01,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-10-02,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Campinas,São Paulo,2017-10-03,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Guarulhos,São Paulo,2017-10-03,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-10-03,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Fortaleza,Ceara,2017-10-04,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
São Paulo,São Paulo,2017-10-05,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Curitiba,Paraná,2017-10-06,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Salvador,Bahia,2017-10-07,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Belo Horizonte,Minas Gerais,2017-10-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Fortaleza,Ceara,2017-10-10,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Goiânia,Goias,2017-10-11,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Guarulhos,São Paulo,2017-10-12,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Salvador,Bahia,2017-10-12,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
São Paulo,São Paulo,2017-10-13,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Campinas,São Paulo,2017-10-13,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Goiânia,Goias,2017-10-15,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Belo Horizonte,Minas Gerais,2017-10-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Salvador,Bahia,2017-10-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Campinas,São Paulo,2017-10-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Rio de Janeiro,Rio de Janeiro,2017-10-17,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
São Paulo,São Paulo,2017-10-17,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-10-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Porto Alegre,Rio Grande do Sul,2017-10-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Porto Alegre,Rio Grande do Sul,2017-10-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Recife,Pernanbuco,2017-10-20,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Fortaleza,Ceara,2017-10-21,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Fortaleza,Ceara,2017-10-21,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
São Paulo,São Paulo,2017-10-21,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Fortaleza,Ceara,2017-10-22,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Belo Horizonte,Minas Gerais,2017-10-23,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Porto Alegre,Rio Grande do Sul,2017-10-25,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Rio de Janeiro,Rio de Janeiro,2017-10-25,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Guarulhos,São Paulo,2017-10-26,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-10-26,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Curitiba,Paraná,2017-10-27,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Recife,Pernanbuco,2017-10-27,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Salvador,Bahia,2017-10-27,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
São Paulo,São Paulo,2017-10-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Fortaleza,Ceara,2017-10-29,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Campinas,São Paulo,2017-10-30,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Campinas,São Paulo,2017-10-31,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Goiânia,Goias,2017-10-31,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Campinas,São Paulo,2017-10-31,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-11-01,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Campinas,São Paulo,2017-11-01,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Nova Iguaçu,Rio de Janeiro,2017-11-01,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Curitiba,Paraná,2017-11-02,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-11-02,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Rio de Janeiro,Rio de Janeiro,2017-11-03,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Nova Iguaçu,Rio de Janeiro,2017-11-04,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Fortaleza,Ceara,2017-11-04,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Fortaleza,Ceara,2017-11-05,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Curitiba,Paraná,2017-11-05,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
São Paulo,São Paulo,2017-11-06,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Recife,Pernanbuco,2017-11-06,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Salvador,Bahia,2017-11-06,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-11-07,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Recife,Pernanbuco,2017-11-07,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Fortaleza,Ceara,2017-11-07,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-11-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Porto Alegre,Rio Grande do Sul,2017-11-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Belo Horizonte,Minas Gerais,2017-11-09,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Recife,Pernanbuco,2017-11-09,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
São Paulo,São Paulo,2017-11-09,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Guarulhos,São Paulo,2017-11-10,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
São Paulo,São Paulo,2017-11-10,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Campinas,São Paulo,2017-11-12,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
São Paulo,São Paulo,2017-11-12,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Guarulhos,São Paulo,2017-11-14,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Fortaleza,Ceara,2017-11-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Belo Horizonte,Minas Gerais,2017-11-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Recife,Pernanbuco,2017-11-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
São Paulo,São Paulo,2017-11-16,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Rio de Janeiro,Rio de Janeiro,2017-11-17,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Campinas,São Paulo,2017-11-17,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Curitiba,Paraná,2017-11-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Campinas,São Paulo,2017-11-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Curitiba,Paraná,2017-11-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Salvador,Bahia,2017-11-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Recife,Pernanbuco,2017-11-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Salvador,Bahia,2017-11-19,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Rio de Janeiro,Rio de Janeiro,2017-11-22,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
São Paulo,São Paulo,2017-11-22,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
São Paulo,São Paulo,2017-11-23,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Belo Horizonte,Minas Gerais,2017-11-23,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
São Paulo,São Paulo,2017-11-24,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Fortaleza,Ceara,2017-11-24,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Campinas,São Paulo,2017-11-26,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Belo Horizonte,Minas Gerais,2017-11-26,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Belo Horizonte,Minas Gerais,2017-11-26,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Nova Iguaçu,Rio de Janeiro,2017-11-27,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Rio de Janeiro,Rio de Janeiro,2017-11-27,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-11-27,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Porto Alegre,Rio Grande do Sul,2017-11-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Fortaleza,Ceara,2017-11-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
Fortaleza,Ceara,2017-11-28,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Salvador,Bahia,2017-11-29,Câmera Digital Rebel T6,Canon,Câmera,1500,850,5
Curitiba,Paraná,2017-11-29,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Belo Horizonte,Minas Gerais,2017-12-01,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
São Paulo,São Paulo,2017-12-02,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
São Paulo,São Paulo,2017-12-02,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-12-03,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
São Paulo,São Paulo,2017-12-04,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
Recife,Pernanbuco,2017-12-05,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-12-05,Câmera Digital Rebel T6,Canon,Câmera,1500,850,3
São Paulo,São Paulo,2017-12-06,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
São Paulo,São Paulo,2017-12-06,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
São Paulo,São Paulo,2017-12-06,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
Porto Alegre,Rio Grande do Sul,2017-12-06,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Guarulhos,São Paulo,2017-12-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-12-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
São Paulo,São Paulo,2017-12-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,2
São Paulo,São Paulo,2017-12-08,Câmera Digital Rebel T6,Canon,Câmera,1500,850,4
Goiânia,Goias,2017-12-09,Câmera Digital Rebel T6,Canon,Câmera,1500,850,1
