Produto,Categoria,Preco,Quantidade,DataVenda
Galaxy S8,Celular,3000,1,2016-12-18
Aspire 5,Notebook,2400,1,2016-12-18
Aspire 5,Notebook,2400,1,2016-12-18
Galaxy S10,Celular,4500,2,2016-12-18
iPhone 7,Celular,2500,3,2016-12-18
Câmera Digital Rebel T6,Câmera,1500,1,2016-12-18
Smart TV 50' 4K,Televisão,2600,5,2016-12-18
Tablet M10 Android,Tablet,2000,2,2016-12-18
Smart TV 50' 4K,Televisão,2600,4,2016-12-18
Smart TV 50' 4K,Televisão,2600,2,2016-12-18
Câmera Digital Sony Cyber,Câmera,700,4,2016-12-18
Aspire 5,Notebook,2400,1,2016-12-19
iPhone 6S,Celular,1900,5,2016-12-19
Galaxy S10,Celular,4500,1,2016-12-19
Câmera Coolpix L340,Câmera,1550,1,2016-12-19
Smart Watch MI,Smart Watch,1200,5,2016-12-19
Moto G7,Celular,1400,1,2016-12-19
Moto Z,Celular,1500,5,2016-12-19
Câmera Digital Sony Cyber,Câmera,700,4,2016-12-19
iPhone 7,Celular,2500,5,2016-12-19
Câmera Digital Sony Cyber,Câmera,700,3,2016-12-19
Moto G7,Celular,1400,1,2016-12-19
iPhone XS,Celular,6500,1,2016-12-19
iPhone 6S,Celular,1900,3,2016-12-19
Inspiron 15,Notebook,2300,5,2016-12-19
Aspire 5,Notebook,2400,4,2016-12-19
Aspire 5,Notebook,2400,3,2016-12-19
Samsung Dual Core,Notebook,1500,3,2016-12-19
Dell G7,Notebook,5500,4,2016-12-19
iPhone 6S,Celular,1900,3,2016-12-19
Câmera Digital Rebel T6,Câmera,1500,4,2016-12-19
Moto G7,Celular,1400,5,2016-12-19
Galaxy S8,Celular,3000,3,2016-12-19
Smart TV 50' 4K,Televisão,2600,5,2016-12-19
Inspiron 15,Notebook,2300,3,2016-12-20
Aspire 5,Notebook,2400,1,2016-12-20
Câmera Digital Rebel T6,Câmera,1500,4,2016-12-20
Dell G7,Notebook,5500,2,2016-12-20
Câmera Digital Sony Cyber,Câmera,700,1,2016-12-20
Smart Watch MI,Smart Watch,1200,4,2016-12-20
Câmera Digital Rebel T6,Câmera,1500,3,2016-12-20
Aspire 5,Notebook,2400,2,2016-12-20
Câmera Digital Rebel T6,Câmera,1500,2,2016-12-20
Moto G7,Celular,1400,4,2016-12-20
Moto Z,Celular,1500,1,2016-12-20
Dell G7,Notebook,5500,2,2016-12-20
Câmera Digital Rebel T6,Câmera,1500,3,2016-12-20
Smart Watch MI,Smart Watch,1200,5,2016-12-20
Câmera Coolpix L340,Câmera,1550,3,2016-12-20
Moto G7,Celular,1400,5,2016-12-20
iPad 32GB Wifi,Tablet,750,1,2016-12-20
Smart TV 50' 4K,Televisão,2600,2,2016-12-20
Dell G7,Notebook,5500,3,2016-12-20
Câmera Digital Sony Cyber,Câmera,700,1,2016-12-21
Moto G7,Celular,1400,1,2016-12-21
Moto G7,Celular,1400,4,2016-12-21
Galaxy S8,Celular,3000,4,2016-12-21
Câmera Digital Sony Cyber,Câmera,700,4,2016-12-21
Câmera Coolpix L340,Câmera,1550,4,2016-12-21
iPhone XS,Celular,6500,4,2016-12-21
Moto G7,Celular,1400,4,2016-12-21
Smart TV 50' 4K,Televisão,2600,1,2016-12-21
Aspire 5,Notebook,2400,4,2016-12-21
Smart Watch MI,Smart Watch,1200,4,2016-12-21
Smart TV LED Full HD 55',Televisão,2000,3,2016-12-21
Câmera Coolpix L340,Câmera,1550,4,2016-12-21
Samsung Dual Core,Notebook,1500,3,2016-12-21
iPhone XS,Celular,6500,1,2016-12-21
Dell G7,Notebook,5500,5,2016-12-21
iPhone 7,Celular,2500,1,2016-12-21
TV LED 32',Televisão,1400,4,2016-12-22
Moto G7,Celular,1400,4,2016-12-22
Galaxy S8,Celular,3000,4,2016-12-22
Galaxy J8,Celular,1100,5,2016-12-22
Samsung Dual Core,Notebook,1500,2,2016-12-22
Moto G7,Celular,1400,5,2016-12-22
iPhone XS,Celular,6500,2,2016-12-22
Câmera Digital Rebel T6,Câmera,1500,4,2016-12-22
Galaxy S10,Celular,4500,3,2016-12-22
Câmera Digital Rebel T6,Câmera,1500,2,2016-12-22
iPhone XS,Celular,6500,4,2016-12-22
Aspire 5,Notebook,2400,3,2016-12-22
Galaxy S10,Celular,4500,5,2016-12-22
Câmera Digital Rebel T6,Câmera,1500,1,2016-12-23
Smart TV 50' 4K,Televisão,2600,5,2016-12-23
iPhone 6S,Celular,1900,5,2016-12-23
Câmera Digital Rebel T6,Câmera,1500,4,2016-12-23
Moto G7,Celular,1400,1,2016-12-23
Aspire 5,Notebook,2400,3,2016-12-23
Galaxy S8,Celular,3000,2,2016-12-23
iPhone XS,Celular,6500,4,2016-12-23
Samsung Dual Core,Notebook,1500,5,2016-12-23
Dell G7,Notebook,5500,4,2016-12-23
iPhone 7,Celular,2500,4,2016-12-23
Galaxy S8,Celular,3000,4,2016-12-23
TV LED 32',Televisão,1400,5,2016-12-23
Inspiron 15,Notebook,2300,1,2016-12-23
Smart TV 50' 4K,Televisão,2600,1,2016-12-23
iPhone 6S,Celular,1900,1,2016-12-23
Galaxy S10,Celular,4500,1,2016-12-23
Câmera Digital Rebel T6,Câmera,1500,3,2016-12-23
Samsung Dual Core,Notebook,1500,5,2016-12-23
Câmera Digital Rebel T6,Câmera,1500,4,2016-12-24
Moto G7,Celular,1400,4,2016-12-24
iPhone 6S,Celular,1900,3,2016-12-24
Smart TV 50' 4K,Televisão,2600,5,2016-12-24
Aspire 5,Notebook,2400,3,2016-12-24
Smart TV 75' 4K,Televisão,5200,2,2016-12-24
Inspiron 15,Notebook,2300,5,2016-12-24
iPhone 7,Celular,2500,2,2016-12-24
Smart Watch MI,Smart Watch,1200,5,2016-12-24
Samsung Dual Core,Notebook,1500,5,2016-12-24
iPhone 7,Celular,2500,3,2016-12-24
Smart Watch MI,Smart Watch,1200,3,2016-12-24
Câmera Digital Rebel T6,Câmera,1500,4,2016-12-24
Smart TV 50' 4K,Televisão,2600,3,2016-12-24
Inspiron 15,Notebook,2300,5,2016-12-24
Tablet M10 Android,Tablet,2000,3,2016-12-24
Moto Z,Celular,1500,3,2016-12-24
Smart TV 50' 4K,Televisão,2600,2,2016-12-24
iPhone XS,Celular,6500,3,2016-12-24
Aspire 5,Notebook,2400,2,2016-12-24
Câmera Digital Sony Cyber,Câmera,700,1,2016-12-24
iPad 32GB Wifi,Tablet,750,5,2016-12-24
Galaxy S10,Celular,4500,3,2016-12-24
iPhone 6S,Celular,1900,2,2016-12-24
Câmera Digital Rebel T6,Câmera,1500,4,2016-12-24
Moto G7,Celular,1400,2,2016-12-24
Smart TV LED Full HD 55',Televisão,2000,3,2016-12-25
Moto G7,Celular,1400,1,2016-12-25
Aspire 5,Notebook,2400,1,2016-12-25
Aspire 5,Notebook,2400,5,2016-12-25
Galaxy S8,Celular,3000,5,2016-12-25
Câmera Digital Sony Cyber,Câmera,700,1,2016-12-25
Smart TV LED Full HD 55',Televisão,2000,5,2016-12-25
Inspiron 15,Notebook,2300,1,2016-12-25
Smart TV 50' 4K,Televisão,2600,1,2016-12-25
Câmera Coolpix L340,Câmera,1550,5,2016-12-25
Dell G7,Notebook,5500,5,2016-12-25
iPhone 6S,Celular,1900,2,2016-12-25
Smart TV 50' 4K,Televisão,2600,4,2016-12-25
Câmera Digital Sony Cyber,Câmera,700,5,2016-12-25
Inspiron 15,Notebook,2300,1,2016-12-25
Moto G7,Celular,1400,5,2016-12-25
Smart TV 50' 4K,Televisão,2600,4,2016-12-25
Smart TV 50' 4K,Televisão,2600,1,2016-12-25
iPhone 6S,Celular,1900,3,2016-12-25
Câmera Coolpix L340,Câmera,1550,4,2016-12-25
Galaxy J8,Celular,1100,5,2016-12-25
Câmera Digital Rebel T6,Câmera,1500,5,2016-12-25
Câmera Digital Sony Cyber,Câmera,700,3,2016-12-25
Smart TV 50' 4K,Televisão,2600,4,2016-12-25
Inspiron 15,Notebook,2300,2,2016-12-25
Moto G7,Celular,1400,1,2016-12-25
Smart Watch MI,Smart Watch,1200,4,2016-12-25
Galaxy J8,Celular,1100,1,2016-12-25
Dell G7,Notebook,5500,2,2016-12-26
Samsung Dual Core,Notebook,1500,2,2016-12-26
Moto Z,Celular,1500,5,2016-12-26
Aspire 5,Notebook,2400,2,2016-12-26
Samsung Dual Core,Notebook,1500,3,2016-12-26
iPhone 7,Celular,2500,5,2016-12-26
iPhone XS,Celular,6500,4,2016-12-26
Smart Watch MI,Smart Watch,1200,3,2016-12-26
Smart TV 50' 4K,Televisão,2600,3,2016-12-26
Smart Watch Galaxy,Smart Watch,1450,2,2016-12-26
Galaxy J8,Celular,1100,5,2016-12-26
Câmera Digital Sony Cyber,Câmera,700,3,2016-12-26
Dell G7,Notebook,5500,1,2016-12-26
iPhone XS,Celular,6500,3,2016-12-26
Smart TV 50' 4K,Televisão,2600,5,2016-12-26
Câmera Digital Rebel T6,Câmera,1500,2,2016-12-26
Câmera Coolpix L340,Câmera,1550,5,2016-12-26
Smart TV 50' 4K,Televisão,2600,4,2016-12-26
Samsung Dual Core,Notebook,1500,5,2016-12-26
Smart TV 75' 4K,Televisão,5200,3,2016-12-26
Smart TV 50' 4K,Televisão,2600,5,2016-12-26
Galaxy S8,Celular,3000,2,2016-12-26
Smart TV 50' 4K,Televisão,2600,1,2016-12-26
iPhone XS,Celular,6500,5,2016-12-26
Moto G7,Celular,1400,3,2016-12-27
Smart Watch MI,Smart Watch,1200,3,2016-12-27
Câmera Digital Sony Cyber,Câmera,700,3,2016-12-27
Câmera Digital Sony Cyber,Câmera,700,4,2016-12-27
Smart Watch MI,Smart Watch,1200,3,2016-12-27
Moto Z,Celular,1500,2,2016-12-27
Smart TV LED Full HD 55',Televisão,2000,3,2016-12-27
Câmera Digital Sony Cyber,Câmera,700,3,2016-12-27
Samsung Dual Core,Notebook,1500,1,2016-12-27
Câmera Digital Sony Cyber,Câmera,700,4,2016-12-27
Smart TV 50' 4K,Televisão,2600,5,2016-12-27
Galaxy S8,Celular,3000,5,2016-12-27
Smart TV 50' 4K,Televisão,2600,2,2016-12-27
Smart TV LED Full HD 55',Televisão,2000,2,2016-12-27
Smart TV LED Full HD 55',Televisão,2000,3,2016-12-27
Dell G7,Notebook,5500,5,2016-12-27
Dell G7,Notebook,5500,3,2016-12-27
Câmera Digital Sony Cyber,Câmera,700,5,2016-12-27
Câmera Digital Sony Cyber,Câmera,700,1,2016-12-27
Câmera Digital Rebel T6,Câmera,1500,3,2016-12-28
Smart TV LED Full HD 55',Televisão,2000,5,2016-12-28
Smart TV 50' 4K,Televisão,2600,5,2016-12-28
iPhone 7,Celular,2500,1,2016-12-28
Galaxy S8,Celular,3000,4,2016-12-28
Inspiron 15,Notebook,2300,1,2016-12-28
Câmera Digital Rebel T6,Câmera,1500,5,2016-12-28
Smart Watch MI,Smart Watch,1200,3,2016-12-28
Inspiron 15,Notebook,2300,2,2016-12-28
Galaxy S8,Celular,3000,4,2016-12-28
Câmera Digital Sony Cyber,Câmera,700,4,2016-12-28
Câmera Digital Sony Cyber,Câmera,700,4,2016-12-28
iPad 32GB Wifi,Tablet,750,1,2016-12-28
Apple Watch,Smart Watch,1750,4,2016-12-28
Smart TV LED Full HD 55',Televisão,2000,5,2016-12-28
Câmera Digital Rebel T6,Câmera,1500,5,2016-12-28
Tablet M10 Android,Tablet,2000,4,2016-12-29
Galaxy S8,Celular,3000,5,2016-12-29
Moto G7,Celular,1400,4,2016-12-29
Inspiron 15,Notebook,2300,3,2016-12-29
Smart TV LED Full HD 55',Televisão,2000,1,2016-12-29
Smart TV 50' 4K,Televisão,2600,1,2016-12-29
Smart TV 50' 4K,Televisão,2600,3,2016-12-29
Câmera Digital Rebel T6,Câmera,1500,3,2016-12-29
Inspiron 15,Notebook,2300,4,2016-12-29
Moto G7,Celular,1400,1,2016-12-29
Galaxy S8,Celular,3000,5,2016-12-29
Samsung Dual Core,Notebook,1500,4,2016-12-29
Moto G7,Celular,1400,2,2016-12-29
Smart TV 50' 4K,Televisão,2600,5,2016-12-29
Câmera Coolpix L340,Câmera,1550,4,2016-12-29
Moto G7,Celular,1400,4,2016-12-29
TV LED 32',Televisão,1400,2,2016-12-29
Samsung Dual Core,Notebook,1500,4,2016-12-29
Smart Watch Galaxy,Smart Watch,1450,5,2016-12-29
Inspiron 15,Notebook,2300,5,2016-12-30
Câmera Digital Sony Cyber,Câmera,700,2,2016-12-30
iPhone 7,Celular,2500,4,2016-12-30
Câmera Digital Sony Cyber,Câmera,700,3,2016-12-30
Inspiron 15,Notebook,2300,3,2016-12-30
Câmera Coolpix L340,Câmera,1550,5,2016-12-30
Smart TV 50' 4K,Televisão,2600,2,2016-12-30
Smart TV 50' 4K,Televisão,2600,3,2016-12-30
Moto G7,Celular,1400,4,2016-12-30
Câmera Digital Rebel T6,Câmera,1500,3,2016-12-30
Galaxy S8,Celular,3000,5,2016-12-30
Apple Watch,Smart Watch,1750,4,2016-12-30
iPad 32GB Wifi,Tablet,750,4,2016-12-30
Smart TV 50' 4K,Televisão,2600,5,2016-12-30
Samsung Dual Core,Notebook,1500,3,2016-12-30
Câmera Digital Rebel T6,Câmera,1500,1,2016-12-30
Smart TV 50' 4K,Televisão,2600,4,2016-12-30
Smart TV 50' 4K,Televisão,2600,5,2016-12-30
Smart TV 50' 4K,Televisão,2600,5,2016-12-30
Moto Z,Celular,1500,3,2016-12-30
Samsung Dual Core,Notebook,1500,4,2016-12-30
Moto G7,Celular,1400,4,2016-12-30
Câmera Digital Rebel T6,Câmera,1500,5,2016-12-30
Inspiron 15,Notebook,2300,2,2016-12-30
Smart TV 50' 4K,Televisão,2600,3,2016-12-30
Inspiron 15,Notebook,2300,3,2016-12-30
Moto G7,Celular,1400,2,2016-12-30
Smart TV 50' 4K,Televisão,2600,2,2016-12-30
iPhone XS,Celular,6500,3,2016-12-30
Câmera Digital Sony Cyber,Câmera,700,1,2016-12-30
Galaxy S10,Celular,4500,3,2016-12-30
Samsung Dual Core,Notebook,1500,2,2016-12-30
Câmera Digital Sony Cyber,Câmera,700,2,2016-12-31
Samsung Dual Core,Notebook,1500,2,2016-12-31
Smart TV 50' 4K,Televisão,2600,3,2016-12-31
Samsung Dual Core,Notebook,1500,2,2016-12-31
Smart TV 50' 4K,Televisão,2600,3,2016-12-31
Câmera Digital Sony Cyber,Câmera,700,5,2016-12-31
Câmera Coolpix L340,Câmera,1550,3,2016-12-31
Samsung Dual Core,Notebook,1500,1,2016-12-31
Inspiron 15,Notebook,2300,1,2016-12-31
TV LED 32',Televisão,1400,3,2016-12-31
Galaxy S8,Celular,3000,1,2016-12-31
Samsung Dual Core,Notebook,1500,2,2016-12-31
Moto G7,Celular,1400,5,2016-12-31
iPhone XS,Celular,6500,4,2016-12-31
iPhone 6S,Celular,1900,5,2016-12-31
Smart TV 50' 4K,Televisão,2600,3,2016-12-31
Smart TV LED Full HD 55',Televisão,2000,2,2016-12-31
Inspiron 15,Notebook,2300,1,2016-12-31
TV LED 32',Televisão,1400,1,2016-12-31
Smart Watch MI,Smart Watch,1200,5,2017-01-01
Smart TV 50' 4K,Televisão,2600,1,2017-01-01
Galaxy S10,Celular,4500,5,2017-01-01
TV LED 32',Televisão,1400,3,2017-01-01
Moto G7,Celular,1400,5,2017-01-01
Smart TV 50' 4K,Televisão,2600,4,2017-01-01
Smart TV 50' 4K,Televisão,2600,5,2017-01-01
iPhone XS,Celular,6500,2,2017-01-01
Dell G7,Notebook,5500,3,2017-01-01
Moto G7,Celular,1400,3,2017-01-01
Smart TV LED Full HD 55',Televisão,2000,1,2017-01-01
Smart TV LED Full HD 55',Televisão,2000,2,2017-01-01
iPhone XS,Celular,6500,1,2017-01-01
Smart TV 50' 4K,Televisão,2600,5,2017-01-01
Câmera Digital Rebel T6,Câmera,1500,2,2017-01-01
TV LED 32',Televisão,1400,4,2017-01-01
Inspiron 15,Notebook,2300,4,2017-01-01
TV LED 32',Televisão,1400,2,2017-01-01
Inspiron 15,Notebook,2300,4,2017-01-01
Dell G7,Notebook,5500,2,2017-01-01
Câmera Digital Sony Cyber,Câmera,700,1,2017-01-01
Galaxy S10,Celular,4500,3,2017-01-01
Aspire 5,Notebook,2400,4,2017-01-01
Smart TV 50' 4K,Televisão,2600,1,2017-01-01
Moto G7,Celular,1400,1,2017-01-01
Smart Watch Galaxy,Smart Watch,1450,3,2017-01-01
Câmera Coolpix L340,Câmera,1550,5,2017-01-01
Moto Z,Celular,1500,1,2017-01-01
Smart TV 50' 4K,Televisão,2600,2,2017-01-01
Inspiron 15,Notebook,2300,3,2017-01-01
Aspire 5,Notebook,2400,4,2017-01-01
Smart TV 50' 4K,Televisão,2600,4,2017-01-01
Aspire 5,Notebook,2400,4,2017-01-01
Aspire 5,Notebook,2400,2,2017-01-02
Galaxy S8,Celular,3000,3,2017-01-02
Câmera Digital Rebel T6,Câmera,1500,4,2017-01-02
Smart TV 50' 4K,Televisão,2600,5,2017-01-02
Apple Watch,Smart Watch,1750,2,2017-01-02
Inspiron 15,Notebook,2300,4,2017-01-02
Galaxy S8,Celular,3000,2,2017-01-02
Samsung Dual Core,Notebook,1500,3,2017-01-02
Câmera Digital Rebel T6,Câmera,1500,4,2017-01-02
Smart TV 50' 4K,Televisão,2600,3,2017-01-02
iPhone 6S,Celular,1900,4,2017-01-02
Dell G7,Notebook,5500,5,2017-01-02
Câmera Digital Rebel T6,Câmera,1500,2,2017-01-02
Galaxy S8,Celular,3000,5,2017-01-02
Smart TV LED Full HD 55',Televisão,2000,2,2017-01-02
Smart TV 75' 4K,Televisão,5200,1,2017-01-02
Aspire 5,Notebook,2400,5,2017-01-02
Moto Z,Celular,1500,4,2017-01-02
Câmera Digital Sony Cyber,Câmera,700,4,2017-01-02
iPhone 7,Celular,2500,3,2017-01-02
Inspiron 15,Notebook,2300,3,2017-01-02
iPhone 7,Celular,2500,2,2017-01-02
Samsung Dual Core,Notebook,1500,3,2017-01-02
Galaxy J8,Celular,1100,4,2017-01-02
TV LED 32',Televisão,1400,2,2017-01-02
Smart TV LED Full HD 55',Televisão,2000,1,2017-01-02
Smart TV LED Full HD 55',Televisão,2000,3,2017-01-02
TV LED 32',Televisão,1400,2,2017-01-02
Smart TV 50' 4K,Televisão,2600,3,2017-01-02
Smart TV 50' 4K,Televisão,2600,3,2017-01-02
Smart TV 50' 4K,Televisão,2600,1,2017-01-03
Moto G7,Celular,1400,1,2017-01-03
Smart TV 75' 4K,Televisão,5200,3,2017-01-03
Câmera Coolpix L340,Câmera,1550,5,2017-01-03
Galaxy S10,Celular,4500,1,2017-01-03
Smart TV 50' 4K,Televisão,2600,4,2017-01-03
Câmera Digital Sony Cyber,Câmera,700,3,2017-01-03
Moto G7,Celular,1400,4,2017-01-03
Smart TV 50' 4K,Televisão,2600,5,2017-01-03
iPhone XS,Celular,6500,5,2017-01-03
Smart TV 50' 4K,Televisão,2600,1,2017-01-03
Câmera Digital Sony Cyber,Câmera,700,5,2017-01-03
Câmera Coolpix L340,Câmera,1550,2,2017-01-03
Galaxy J8,Celular,1100,4,2017-01-03
Smart TV 50' 4K,Televisão,2600,1,2017-01-03
Inspiron 15,Notebook,2300,4,2017-01-03
Smart TV LED Full HD 55',Televisão,2000,4,2017-01-03
Smart TV 50' 4K,Televisão,2600,1,2017-01-03
Galaxy S8,Celular,3000,2,2017-01-03
Inspiron 15,Notebook,2300,3,2017-01-03
Câmera Digital Rebel T6,Câmera,1500,2,2017-01-03
Câmera Digital Sony Cyber,Câmera,700,3,2017-01-03
Smart Watch MI,Smart Watch,1200,5,2017-01-03
iPhone XS,Celular,6500,4,2017-01-03
Smart TV 75' 4K,Televisão,5200,2,2017-01-03
iPhone 7,Celular,2500,4,2017-01-03
Inspiron 15,Notebook,2300,4,2017-01-03
Câmera Coolpix L340,Câmera,1550,2,2017-01-03
Câmera Digital Sony Cyber,Câmera,700,1,2017-01-03
Inspiron 15,Notebook,2300,5,2017-01-03
iPhone 6S,Celular,1900,1,2017-01-03
Aspire 5,Notebook,2400,5,2017-01-04
Smart Watch MI,Smart Watch,1200,3,2017-01-04
Smart TV 50' 4K,Televisão,2600,5,2017-01-04
Dell G7,Notebook,5500,5,2017-01-04
Câmera Digital Rebel T6,Câmera,1500,4,2017-01-04
Moto G7,Celular,1400,3,2017-01-04
Dell G7,Notebook,5500,2,2017-01-04
Câmera Digital Sony Cyber,Câmera,700,5,2017-01-04
Samsung Dual Core,Notebook,1500,3,2017-01-04
Smart TV LED Full HD 55',Televisão,2000,3,2017-01-04
Smart TV LED Full HD 55',Televisão,2000,2,2017-01-04
Smart Watch MI,Smart Watch,1200,3,2017-01-04
Câmera Digital Sony Cyber,Câmera,700,3,2017-01-04
Inspiron 15,Notebook,2300,3,2017-01-04
Câmera Digital Sony Cyber,Câmera,700,4,2017-01-04
Câmera Digital Rebel T6,Câmera,1500,4,2017-01-05
Câmera Coolpix L340,Câmera,1550,2,2017-01-05
Moto Z,Celular,1500,3,2017-01-05
iPhone 6S,Celular,1900,5,2017-01-05
Moto G7,Celular,1400,2,2017-01-05
Smart TV 50' 4K,Televisão,2600,3,2017-01-05
Inspiron 15,Notebook,2300,2,2017-01-05
Galaxy S8,Celular,3000,5,2017-01-05
Samsung Dual Core,Notebook,1500,3,2017-01-05
Câmera Digital Rebel T6,Câmera,1500,3,2017-01-05
Moto G7,Celular,1400,3,2017-01-05
Samsung Dual Core,Notebook,1500,5,2017-01-05
Smart TV 50' 4K,Televisão,2600,2,2017-01-05
Samsung Dual Core,Notebook,1500,3,2017-01-05
Câmera Digital Sony Cyber,Câmera,700,2,2017-01-05
Câmera Digital Rebel T6,Câmera,1500,1,2017-01-05
iPhone XS,Celular,6500,4,2017-01-05
Moto G7,Celular,1400,5,2017-01-05
Galaxy S10,Celular,4500,1,2017-01-05
Smart TV LED Full HD 55',Televisão,2000,4,2017-01-05
Câmera Digital Sony Cyber,Câmera,700,1,2017-01-05
Dell G7,Notebook,5500,1,2017-01-05
Câmera Digital Rebel T6,Câmera,1500,2,2017-01-05
iPhone 6S,Celular,1900,5,2017-01-05
Inspiron 15,Notebook,2300,4,2017-01-05
Smart TV 50' 4K,Televisão,2600,2,2017-01-05
Galaxy S10,Celular,4500,2,2017-01-05
iPhone 6S,Celular,1900,5,2017-01-05
Aspire 5,Notebook,2400,3,2017-01-05
Câmera Digital Sony Cyber,Câmera,700,4,2017-01-05
Câmera Digital Sony Cyber,Câmera,700,4,2017-01-05
Câmera Digital Rebel T6,Câmera,1500,5,2017-01-05
Galaxy S8,Celular,3000,4,2017-01-05
Samsung Dual Core,Notebook,1500,2,2017-01-05
Moto Z,Celular,1500,2,2017-01-05
Tablet M10 Android,Tablet,2000,2,2017-01-05
Moto Z,Celular,1500,1,2017-01-05
iPad 32GB Wifi,Tablet,750,5,2017-01-05
TV LED 32',Televisão,1400,4,2017-01-05
iPhone XS,Celular,6500,3,2017-01-06
Galaxy S8,Celular,3000,5,2017-01-06
Smart TV LED Full HD 55',Televisão,2000,4,2017-01-06
Samsung Dual Core,Notebook,1500,3,2017-01-06
Moto Z,Celular,1500,3,2017-01-06
Smart TV LED Full HD 55',Televisão,2000,4,2017-01-06
Smart TV LED Full HD 55',Televisão,2000,2,2017-01-06
Moto Z,Celular,1500,5,2017-01-06
Smart Watch MI,Smart Watch,1200,2,2017-01-06
Galaxy S8,Celular,3000,1,2017-01-06
iPhone 6S,Celular,1900,3,2017-01-06
Smart TV 50' 4K,Televisão,2600,4,2017-01-06
iPhone XS,Celular,6500,3,2017-01-06
Galaxy S10,Celular,4500,4,2017-01-06
Câmera Digital Sony Cyber,Câmera,700,3,2017-01-06
Galaxy S8,Celular,3000,2,2017-01-06
Inspiron 15,Notebook,2300,3,2017-01-06
Smart TV LED Full HD 55',Televisão,2000,2,2017-01-06
Smart TV 50' 4K,Televisão,2600,5,2017-01-06
Samsung Dual Core,Notebook,1500,1,2017-01-06
Smart TV 50' 4K,Televisão,2600,5,2017-01-06
Samsung Dual Core,Notebook,1500,5,2017-01-06
Samsung Dual Core,Notebook,1500,5,2017-01-07
Aspire 5,Notebook,2400,4,2017-01-07
Galaxy J8,Celular,1100,3,2017-01-07
Samsung Dual Core,Notebook,1500,4,2017-01-07
Galaxy S10,Celular,4500,4,2017-01-07
Smart TV LED Full HD 55',Televisão,2000,2,2017-01-07
iPhone 7,Celular,2500,2,2017-01-07
Inspiron 15,Notebook,2300,2,2017-01-07
iPhone 6S,Celular,1900,4,2017-01-07
Moto G7,Celular,1400,3,2017-01-07
Câmera Digital Sony Cyber,Câmera,700,3,2017-01-07
Moto G7,Celular,1400,4,2017-01-07
Smart TV 50' 4K,Televisão,2600,1,2017-01-07
iPhone XS,Celular,6500,5,2017-01-07
iPhone XS,Celular,6500,1,2017-01-07
Aspire 5,Notebook,2400,1,2017-01-07
Aspire 5,Notebook,2400,5,2017-01-07
Smart TV 50' 4K,Televisão,2600,4,2017-01-07
Smart TV LED Full HD 55',Televisão,2000,3,2017-01-07
Galaxy S8,Celular,3000,4,2017-01-07
iPhone 6S,Celular,1900,4,2017-01-07
Câmera Digital Sony Cyber,Câmera,700,1,2017-01-07
Moto G7,Celular,1400,1,2017-01-07
Moto G7,Celular,1400,4,2017-01-07
Inspiron 15,Notebook,2300,1,2017-01-07
Smart TV 50' 4K,Televisão,2600,1,2017-01-07
Câmera Digital Sony Cyber,Câmera,700,4,2017-01-07
Moto G7,Celular,1400,1,2017-01-07
Smart TV 50' 4K,Televisão,2600,1,2017-01-08
iPhone 7,Celular,2500,4,2017-01-08
Câmera Digital Sony Cyber,Câmera,700,1,2017-01-08
iPad 32GB Wifi,Tablet,750,2,2017-01-08
Smart Watch MI,Smart Watch,1200,1,2017-01-08
Câmera Digital Sony Cyber,Câmera,700,5,2017-01-08
Câmera Digital Rebel T6,Câmera,1500,5,2017-01-08
Câmera Coolpix L340,Câmera,1550,2,2017-01-08
iPhone XS,Celular,6500,4,2017-01-08
Smart Watch MI,Smart Watch,1200,2,2017-01-08
iPhone XS,Celular,6500,4,2017-01-08
Moto G7,Celular,1400,2,2017-01-08
Smart Watch MI,Smart Watch,1200,2,2017-01-08
iPhone 6S,Celular,1900,4,2017-01-08
Câmera Coolpix L340,Câmera,1550,5,2017-01-08
Câmera Digital Rebel T6,Câmera,1500,5,2017-01-08
Tablet M10 Android,Tablet,2000,1,2017-01-08
Câmera Digital Rebel T6,Câmera,1500,1,2017-01-08
Smart TV LED Full HD 55',Televisão,2000,3,2017-01-08
Samsung Dual Core,Notebook,1500,5,2017-01-08
Inspiron 15,Notebook,2300,2,2017-01-08
Galaxy S10,Celular,4500,1,2017-01-08
Câmera Digital Rebel T6,Câmera,1500,1,2017-01-08
Aspire 5,Notebook,2400,3,2017-01-08
Smart Watch MI,Smart Watch,1200,1,2017-01-08
Câmera Digital Sony Cyber,Câmera,700,2,2017-01-08
Inspiron 15,Notebook,2300,1,2017-01-08
Inspiron 15,Notebook,2300,5,2017-01-08
Moto Z,Celular,1500,4,2017-01-08
Inspiron 15,Notebook,2300,2,2017-01-08
Smart TV 50' 4K,Televisão,2600,5,2017-01-08
iPhone XS,Celular,6500,3,2017-01-08
Câmera Digital Rebel T6,Câmera,1500,2,2017-01-08
Smart TV 50' 4K,Televisão,2600,2,2017-01-08
Smart Watch MI,Smart Watch,1200,5,2017-01-08
Smart TV 50' 4K,Televisão,2600,3,2017-01-08
Câmera Digital Sony Cyber,Câmera,700,5,2017-01-08
Câmera Digital Sony Cyber,Câmera,700,1,2017-01-08
Câmera Digital Rebel T6,Câmera,1500,4,2017-01-08
Moto G7,Celular,1400,5,2017-01-08
Câmera Digital Rebel T6,Câmera,1500,2,2017-01-08
Galaxy S10,Celular,4500,1,2017-01-08
